id,carat,cut,color,clarity,depth,table,x,y,z
8289,1.21,Ideal,H,VS2,62.2,55.0,6.84,6.79,4.24
8290,0.55,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23
8291,0.91,Premium,F,SI2,62.6,58.0,6.14,6.09,3.83
8292,1.5,Ideal,G,VS1,62.3,57.0,7.25,7.32,4.54
8293,1.51,Premium,E,SI1,62.4,59.0,7.33,7.29,4.56
8294,2.23,Very Good,G,I1,63.5,57.0,8.24,8.2,5.22
8295,0.54,Ideal,D,VS2,61.2,56.0,5.23,5.29,3.22
8296,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24
8297,1.5,Very Good,I,SI1,61.4,62.0,7.26,7.33,4.48
8298,0.74,Ideal,E,VVS2,61.9,57.0,5.79,5.81,3.59
8299,1.0,Good,H,I1,57.6,61.0,6.67,6.6,3.82
8300,0.32,Ideal,D,VS1,61.1,56.0,4.44,4.47,2.72
8301,1.51,Good,E,SI1,62.8,59.0,7.16,7.2,4.51
8302,0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09
8303,1.09,Good,D,SI2,63.8,60.0,6.57,6.49,4.16
8304,1.24,Ideal,D,VS1,61.6,55.0,6.92,6.9,4.26
8305,0.73,Premium,H,VS1,61.7,58.0,5.75,5.72,3.54
8306,0.3,Premium,E,IF,61.9,58.0,4.3,4.26,2.65
8307,0.33,Ideal,F,VVS1,61.1,56.0,4.45,4.48,2.73
8308,0.3,Premium,G,VS1,62.2,59.0,4.28,4.24,2.65
8309,0.41,Premium,G,VVS1,59.7,60.0,4.83,4.85,2.89
8310,0.3,Premium,H,SI1,60.8,61.0,4.3,4.25,2.6
8311,0.31,Premium,E,SI1,62.6,60.0,4.35,4.31,2.71
8312,0.94,Premium,F,SI1,59.8,61.0,6.39,6.35,3.81
8313,0.38,Very Good,J,VVS2,63.4,56.0,4.62,4.56,2.91
8314,0.32,Premium,I,SI2,60.0,58.0,4.48,4.45,2.68
8315,0.43,Ideal,G,VVS2,61.9,55.0,4.86,4.84,3.0
8316,1.31,Ideal,G,VVS1,61.1,57.0,7.06,7.01,4.3
8317,0.7,Very Good,G,VS1,60.8,56.0,5.72,5.76,3.49
8318,2.2,Premium,G,SI1,60.5,55.0,8.49,8.42,5.11
8319,2.68,Very Good,I,I1,63.5,56.0,8.81,8.77,5.58
8320,1.12,Very Good,F,SI1,62.9,57.0,6.6,6.62,4.16
8321,0.5,Good,D,SI1,63.6,58.0,5.05,5.08,3.22
8322,0.7,Very Good,G,VS2,59.0,60.0,5.76,5.83,3.42
8323,0.57,Very Good,E,VS2,63.0,59.0,5.25,5.29,3.32
8324,1.0,Very Good,E,VS2,62.8,63.0,6.28,6.33,3.96
8325,0.36,Ideal,D,SI1,62.0,56.0,4.61,4.55,2.84
8326,1.31,Premium,J,SI2,59.7,59.0,7.06,7.01,4.2
8327,1.07,Ideal,I,VVS1,62.3,57.0,6.56,6.6,4.1
8328,1.54,Ideal,G,VS2,60.6,57.0,7.55,7.49,4.56
8329,1.01,Very Good,F,SI1,61.3,60.0,6.39,6.43,3.93
8330,0.74,Ideal,G,SI2,62.7,56.0,5.75,5.8,3.62
8331,1.03,Premium,E,VS2,60.0,59.0,6.54,6.6,3.94
8332,0.34,Premium,G,VS2,60.3,58.0,4.49,4.53,2.72
8333,1.0,Ideal,G,SI1,62.2,57.0,6.45,6.38,3.99
8334,0.53,Ideal,J,SI1,61.4,56.0,5.2,5.23,3.2
8335,0.3,Premium,F,VS2,62.5,58.0,4.29,4.32,2.69
8336,0.3,Ideal,F,IF,62.1,54.0,4.32,4.35,2.69
8337,0.4,Good,D,SI2,63.9,53.0,4.68,4.71,3.0
8338,0.3,Very Good,D,VS1,60.1,58.0,4.35,4.37,2.62
8339,0.5,Good,D,VVS2,57.8,62.0,5.23,5.28,3.04
8340,0.7,Good,D,VS1,57.8,60.0,5.85,5.87,3.39
8341,1.06,Very Good,F,SI1,59.5,63.0,6.62,6.59,3.93
8342,1.21,Ideal,E,SI1,62.0,56.0,6.83,6.76,4.21
8343,0.5,Good,E,VS2,63.3,56.0,5.11,5.03,3.21
8344,0.8,Very Good,E,VS1,62.4,54.0,5.98,5.94,3.72
8345,0.4,Good,E,SI2,63.1,57.0,4.7,4.72,2.97
8346,1.05,Good,H,VS2,63.7,58.0,6.4,6.45,4.09
8347,0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88
8348,1.53,Good,I,SI1,63.1,57.0,7.28,7.34,4.61
8349,0.32,Ideal,E,SI1,63.2,55.0,4.37,4.33,2.75
8350,0.42,Very Good,D,VVS1,61.4,55.0,4.82,4.86,2.97
8351,0.31,Very Good,E,SI1,63.4,55.0,4.33,4.32,2.74
8352,1.02,Very Good,E,VS1,60.5,60.0,6.49,6.54,3.94
8353,0.41,Ideal,D,SI1,62.3,56.0,4.74,4.79,2.97
8354,0.3,Ideal,I,VVS1,61.9,57.0,4.31,4.35,2.68
8355,1.0,Fair,E,VVS2,56.8,58.0,6.59,6.64,3.76
8356,0.41,Premium,G,VS1,62.6,58.0,4.75,4.7,2.96
8357,0.58,Ideal,G,SI1,61.4,55.0,5.38,5.41,3.31
8358,0.7,Very Good,E,IF,60.3,59.0,5.72,5.76,3.46
8359,1.36,Ideal,G,SI1,61.0,56.0,7.17,7.2,4.38
8360,1.22,Ideal,G,SI2,62.9,56.0,6.86,6.78,4.29
8361,0.41,Premium,D,VVS1,61.6,58.0,4.78,4.74,2.93
8362,0.33,Premium,E,VS2,61.0,60.0,4.43,4.46,2.71
8363,0.41,Very Good,D,VS1,63.4,56.0,4.7,4.76,3.0
8364,0.32,Ideal,E,VS2,62.1,56.0,4.4,4.43,2.74
8365,0.51,Good,H,VS2,61.8,65.0,5.07,5.02,3.12
8366,0.44,Ideal,G,IF,62.2,53.0,4.9,4.94,3.06
8367,0.25,Ideal,G,SI1,62.3,53.0,4.06,4.09,2.54
8368,0.31,Ideal,E,VS2,61.3,56.0,4.37,4.34,2.67
8369,1.05,Ideal,D,SI1,60.7,60.0,6.52,6.56,3.97
8370,0.72,Very Good,E,VS2,63.0,58.0,5.69,5.73,3.6
8371,1.83,Ideal,E,SI2,62.8,56.0,7.82,7.76,4.89
8372,1.01,Ideal,D,VS2,62.1,58.0,6.4,6.42,3.98
8373,1.3,Very Good,F,SI1,61.5,58.0,6.99,7.06,4.32
8374,0.72,Very Good,H,SI2,62.4,59.0,5.67,5.71,3.55
8375,0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28
8376,1.01,Ideal,F,VS1,62.0,57.0,6.39,6.45,3.98
8377,1.3,Good,H,SI2,63.7,57.0,6.94,6.87,4.4
8378,0.3,Good,F,VS1,63.7,56.0,4.26,4.28,2.72
8379,0.33,Ideal,D,SI2,61.3,56.0,4.49,4.45,2.74
8380,0.51,Ideal,H,SI1,61.7,55.0,5.12,5.16,3.17
8381,0.54,Premium,D,SI1,62.3,60.0,5.22,5.18,3.24
8382,1.22,Good,I,VS1,59.2,61.0,7.01,6.95,4.13
8383,1.31,Very Good,J,SI1,62.3,55.0,6.98,7.02,4.36
8384,0.53,Premium,E,VS2,60.9,60.0,5.22,5.16,3.16
8385,0.3,Ideal,D,VS2,61.5,55.0,4.35,4.3,2.66
8386,1.05,Ideal,H,SI1,62.5,56.0,6.43,6.52,4.05
8387,0.3,Very Good,G,VVS2,60.4,59.0,4.33,4.35,2.62
8388,0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92
8389,0.3,Ideal,H,VS2,61.0,56.0,4.33,4.37,2.65
8390,2.01,Premium,I,VS2,60.5,60.0,8.15,8.17,4.94
8391,0.52,Premium,E,VS1,61.6,58.0,5.14,5.18,3.18
8392,0.24,Ideal,G,VVS2,61.2,56.0,3.99,4.02,2.45
8393,1.21,Ideal,H,VS1,62.4,53.0,6.83,6.86,4.27
8394,0.32,Ideal,G,VVS2,61.2,56.0,4.41,4.42,2.7
8395,0.33,Very Good,G,VS2,61.1,59.0,4.43,4.47,2.72
8396,0.71,Premium,E,VVS1,61.8,56.0,5.71,5.68,3.52
8397,0.71,Premium,G,SI2,58.2,60.0,5.91,5.88,3.43
8398,1.5,Very Good,E,SI2,62.2,58.0,7.31,7.35,4.56
8399,1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9
8400,0.76,Ideal,I,SI1,61.9,56.0,5.85,5.88,3.63
8401,0.7,Good,F,SI1,59.7,64.0,5.71,5.74,3.42
8402,0.31,Ideal,G,VVS2,62.7,57.0,4.31,4.33,2.71
8403,0.33,Very Good,H,VVS2,61.6,56.0,4.44,4.47,2.74
8404,2.01,Very Good,J,VS2,62.1,60.0,7.88,8.0,4.93
8405,0.51,Ideal,D,SI2,61.9,56.0,5.15,5.1,3.17
8406,0.71,Premium,D,SI1,62.7,60.0,5.71,5.67,3.57
8407,0.33,Very Good,H,VVS1,62.5,55.0,4.43,4.47,2.78
8408,0.33,Premium,E,VS2,61.7,60.0,4.4,4.45,2.73
8409,0.9,Good,G,VS2,64.0,59.0,6.04,6.08,3.88
8410,0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28
8411,1.31,Premium,H,VS1,62.1,58.0,6.98,6.97,4.33
8412,0.32,Very Good,G,VVS1,61.2,59.0,4.41,4.45,2.71
8413,0.73,Ideal,D,SI1,60.2,56.0,5.86,5.94,3.55
8414,1.6,Fair,F,SI2,65.0,56.0,7.35,7.26,4.8
8415,1.02,Ideal,H,SI2,62.5,53.0,6.43,6.47,4.03
8416,2.01,Ideal,H,SI1,62.1,56.0,8.11,8.08,5.03
8417,0.4,Very Good,F,SI1,61.5,60.0,4.77,4.7,2.91
8418,0.51,Good,E,VS2,61.1,65.0,5.14,5.11,3.13
8419,0.4,Premium,E,VS1,62.5,58.0,4.72,4.69,2.94
8420,0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61
8421,0.33,Very Good,G,SI2,60.0,56.0,4.52,4.55,2.73
8422,0.51,Premium,E,VS2,62.5,60.0,5.08,5.1,3.18
8423,0.72,Premium,G,SI1,60.8,58.0,5.8,5.74,3.51
8424,0.52,Ideal,E,VS2,61.1,55.0,5.27,5.2,3.2
8425,0.9,Good,H,VVS1,63.8,59.0,6.09,6.13,3.9
8426,1.34,Ideal,D,SI1,62.2,57.0,7.07,6.95,4.36
8427,0.7,Very Good,F,SI1,63.2,57.0,5.68,5.62,3.57
8428,0.32,Very Good,D,VVS2,61.1,59.0,4.39,4.42,2.69
8429,0.93,Ideal,E,SI1,62.2,55.0,6.24,6.27,3.89
8430,1.25,Ideal,I,SI2,61.4,55.0,6.92,6.99,4.27
8431,0.9,Very Good,G,SI2,59.8,61.0,6.32,6.28,3.77
8432,0.39,Very Good,E,VS2,60.9,58.0,4.72,4.77,2.89
8433,1.28,Ideal,F,VS1,61.7,55.0,7.01,6.98,4.32
8434,0.61,Good,E,I1,63.4,57.1,5.37,5.43,3.42
8435,0.41,Ideal,G,VVS1,61.0,55.0,4.8,4.82,2.93
8436,1.5,Very Good,G,SI1,62.8,57.0,7.19,7.3,4.55
8437,0.3,Good,F,SI1,63.6,55.0,4.33,4.28,2.74
8438,0.62,Ideal,G,VVS2,61.8,57.0,5.44,5.47,3.37
8439,1.6,Premium,H,VS1,60.0,59.0,7.61,7.58,4.56
8440,1.05,Ideal,G,VS1,62.8,58.0,6.44,6.48,4.06
8441,0.4,Premium,H,VS1,62.4,60.0,4.74,4.69,2.94
8442,1.1,Good,G,SI2,64.2,56.0,6.55,6.51,4.19
8443,1.7,Premium,F,SI1,62.3,58.0,7.63,7.59,4.74
8444,0.51,Premium,G,SI1,61.4,58.0,5.17,5.14,3.16
8445,0.79,Premium,J,SI1,59.1,57.0,6.08,6.06,3.59
8446,0.75,Very Good,G,SI1,62.3,55.0,5.81,5.85,3.63
8447,0.42,Premium,G,VVS1,59.3,59.0,4.92,4.9,2.91
8448,0.31,Ideal,H,VVS1,62.7,54.0,4.33,4.38,2.73
8449,0.7,Very Good,H,VS2,63.0,55.4,5.67,5.7,3.58
8450,1.08,Ideal,E,VS2,62.0,54.0,6.62,6.57,4.09
8451,1.52,Very Good,H,SI2,62.7,57.0,7.32,7.36,4.6
8452,0.51,Premium,G,VS1,62.1,60.0,5.11,5.1,3.17
8453,0.53,Ideal,G,VVS2,60.0,57.0,5.27,5.29,3.17
8454,0.33,Ideal,D,SI1,62.5,54.0,4.43,4.44,2.77
8455,0.32,Ideal,J,VS2,61.5,53.0,4.44,4.47,2.74
8456,0.41,Premium,D,SI1,59.2,62.0,4.85,4.82,2.86
8457,0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77
8458,0.7,Fair,G,I1,65.3,59.0,5.5,5.47,3.58
8459,1.01,Good,G,SI1,63.7,60.0,6.28,6.32,4.01
8460,1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98
8461,0.31,Ideal,H,VVS2,61.1,56.0,4.37,4.33,2.66
8462,0.53,Very Good,E,SI1,61.6,58.0,5.19,5.23,3.21
8463,0.32,Premium,G,VS2,60.8,59.0,4.44,4.41,2.69
8464,0.3,Very Good,I,VS1,60.4,58.0,4.34,4.4,2.64
8465,0.53,Premium,F,SI2,62.5,57.0,5.17,5.11,3.21
8466,1.0,Fair,F,SI1,65.8,58.0,6.23,6.15,4.07
8467,0.9,Ideal,F,VS2,60.5,54.0,6.22,6.17,3.75
8468,0.49,Premium,G,VS2,61.0,59.0,5.13,5.06,3.11
8469,0.58,Premium,E,SI1,60.7,61.0,5.47,5.27,3.28
8470,1.07,Ideal,H,VS2,62.0,57.0,6.55,6.58,4.07
8471,0.3,Ideal,E,VS1,62.1,58.0,4.26,4.28,2.65
8472,1.04,Ideal,I,SI1,61.4,55.0,6.5,6.59,4.02
8473,0.35,Premium,D,VS2,60.4,58.0,4.58,4.53,2.75
8474,1.3,Ideal,G,VS2,62.3,55.0,7.0,6.93,4.34
8475,0.31,Very Good,G,VVS2,62.9,58.0,4.27,4.31,2.7
8476,1.03,Ideal,F,VVS2,61.6,56.0,6.46,6.53,4.0
8477,0.61,Ideal,F,VS1,62.3,55.0,5.46,5.49,3.41
8478,0.3,Ideal,F,IF,60.9,56.0,4.33,4.37,2.65
8479,1.51,Good,J,VS1,61.5,59.0,7.26,7.31,4.48
8480,1.25,Premium,J,VS2,62.0,59.0,6.9,6.87,4.27
8481,0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67
8482,1.23,Very Good,F,VS1,60.8,58.0,6.9,6.94,4.21
8483,0.72,Very Good,J,SI1,61.1,57.0,5.75,5.8,3.53
8484,0.33,Premium,H,VS1,62.9,59.0,4.4,4.35,2.75
8485,1.21,Premium,D,VS1,60.2,59.0,6.89,6.86,4.14
8486,0.9,Very Good,D,SI1,61.0,63.0,6.1,6.13,3.73
8487,0.54,Premium,F,SI2,60.0,60.0,5.27,5.22,3.24
8488,1.52,Ideal,E,SI1,62.8,55.0,7.3,7.35,4.6
8489,0.71,Premium,G,SI2,60.8,60.0,5.74,5.78,3.5
8490,0.23,Very Good,E,VVS2,61.2,60.0,3.97,4.0,2.44
8491,0.26,Ideal,G,IF,62.2,55.0,4.09,4.13,2.55
8492,0.53,Premium,G,SI1,61.3,58.0,5.22,5.19,3.19
8493,1.51,Premium,F,VS2,62.5,58.0,7.33,7.22,4.55
8494,0.29,Very Good,E,VS1,61.7,58.0,4.23,4.29,2.63
8495,0.7,Ideal,G,VVS2,62.1,53.0,5.71,5.75,3.56
8496,0.79,Ideal,E,VS2,62.2,55.0,5.97,5.9,3.69
8497,0.41,Good,G,SI1,64.2,57.0,4.67,4.71,3.01
8498,0.89,Ideal,E,SI2,61.8,56.0,6.15,6.19,3.81
8499,1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96
8500,1.17,Very Good,H,SI2,63.1,58.0,6.72,6.64,4.22
8501,0.43,Ideal,F,SI1,61.3,56.0,4.86,4.9,2.99
8502,0.3,Very Good,E,VS1,63.6,54.0,4.28,4.33,2.74
8503,0.5,Ideal,I,VS1,62.2,55.0,5.07,5.11,3.16
8504,0.7,Very Good,E,VS1,62.2,57.0,5.63,5.68,3.52
8505,1.09,Premium,G,VS2,61.0,59.0,6.65,6.6,4.04
8506,0.51,Premium,E,VS2,61.7,58.0,5.12,5.15,3.17
8507,1.01,Ideal,D,SI1,62.2,54.0,6.42,6.45,4.0
8508,0.33,Very Good,E,SI1,60.2,58.0,4.49,4.55,2.72
8509,0.9,Very Good,E,VS2,62.2,59.0,6.13,6.18,3.83
8510,1.01,Ideal,F,SI2,60.5,57.0,6.53,6.49,3.94
8511,0.4,Premium,I,VVS1,61.5,58.0,4.76,4.7,2.91
8512,0.31,Ideal,F,SI1,60.5,57.0,4.4,4.43,2.67
8513,1.17,Ideal,I,SI1,61.7,56.0,6.73,6.78,4.17
8514,0.32,Premium,H,SI1,61.3,60.0,4.42,4.36,2.69
8515,2.0,Very Good,H,SI2,63.0,59.0,7.94,8.07,5.04
8516,1.07,Ideal,E,SI2,62.5,57.0,6.56,6.5,4.08
8517,0.73,Ideal,E,VS2,62.7,56.0,5.75,5.8,3.62
8518,1.05,Premium,F,SI1,60.3,60.0,6.66,6.54,3.98
8519,1.38,Ideal,J,SI2,62.6,56.0,7.05,7.16,4.45
8520,1.08,Ideal,D,SI1,61.8,56.0,6.62,6.69,4.11
8521,0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66
8522,0.78,Premium,H,SI2,59.7,59.0,6.03,5.97,3.58
8523,0.51,Ideal,E,VVS1,61.9,54.0,5.17,5.11,3.18
8524,0.33,Ideal,E,SI1,62.0,54.0,4.43,4.41,2.74
8525,0.31,Premium,G,VVS1,60.4,59.0,4.41,4.37,2.65
8526,0.71,Ideal,G,VVS1,61.7,57.0,5.75,5.7,3.53
8527,1.19,Ideal,E,SI2,60.2,57.0,6.84,6.87,4.13
8528,0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96
8529,1.25,Good,F,SI2,59.0,61.0,7.01,7.06,4.15
8530,2.18,Ideal,J,VS2,62.2,55.0,8.32,8.36,5.19
8531,0.41,Good,G,VVS1,63.6,56.0,4.72,4.74,3.01
8532,1.99,Fair,H,VS2,60.5,63.0,8.2,8.11,4.93
8533,0.37,Very Good,E,VS1,63.5,59.0,4.55,4.59,2.9
8534,1.2,Premium,H,SI1,59.5,58.0,7.02,6.97,4.16
8535,0.31,Good,G,VVS1,63.5,57.0,4.3,4.33,2.74
8536,1.14,Ideal,I,SI1,61.8,57.0,6.76,6.68,4.15
8537,1.57,Ideal,G,VS1,61.9,55.0,7.53,7.47,4.64
8538,0.9,Very Good,G,VVS2,62.6,55.0,6.12,6.19,3.85
8539,0.33,Ideal,E,VS2,62.0,56.0,4.48,4.46,2.77
8540,1.51,Premium,I,SI1,62.2,61.0,7.35,7.27,4.55
8541,0.43,Ideal,H,VVS2,61.3,56.0,4.86,4.9,2.99
8542,0.92,Ideal,J,SI1,61.7,57.0,6.21,6.26,3.85
8543,0.73,Ideal,G,VVS1,61.3,56.0,5.79,5.82,3.56
8544,0.5,Good,D,SI1,64.1,56.0,5.03,4.98,3.21
8545,0.56,Ideal,H,VVS1,62.3,55.0,5.26,5.3,3.29
8546,0.9,Ideal,H,SI2,61.8,56.0,6.17,6.2,3.82
8547,2.01,Ideal,H,SI1,62.1,55.0,8.12,8.07,5.03
8548,0.58,Premium,G,VS1,61.5,58.0,5.35,5.41,3.31
8549,0.52,Ideal,D,VS2,62.1,57.0,5.13,5.17,3.2
8550,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89
8551,1.03,Ideal,G,SI1,61.7,56.0,6.5,6.47,4.0
8552,0.35,Ideal,F,VS2,61.9,54.0,4.5,4.54,2.8
8553,1.28,Ideal,I,VS2,61.4,57.0,7.04,6.97,4.3
8554,0.31,Ideal,G,VS2,62.0,57.0,4.34,4.37,2.7
8555,1.02,Ideal,G,VS2,62.0,57.0,6.38,6.46,3.98
8556,1.47,Premium,F,SI2,59.4,59.0,7.47,7.42,4.42
8557,1.26,Premium,F,VS1,62.7,58.0,6.86,6.93,4.32
8558,1.18,Ideal,D,I1,61.5,62.0,6.88,6.73,4.19
8559,2.0,Fair,J,I1,66.5,56.0,7.93,7.8,5.23
8560,0.51,Ideal,G,VS2,62.0,56.0,5.18,5.11,3.19
8561,1.71,Good,I,SI1,63.2,57.0,7.49,7.53,4.75
8562,1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6
8563,0.7,Very Good,I,VS2,61.1,60.0,5.67,5.75,3.49
8564,0.9,Ideal,D,SI2,62.7,57.0,6.1,6.15,3.84
8565,0.38,Ideal,F,SI1,61.3,55.0,4.63,4.76,2.88
8566,0.41,Ideal,F,VVS2,61.0,56.0,4.78,4.82,2.93
8567,0.57,Very Good,G,VS2,63.0,58.0,5.24,5.27,3.31
8568,0.83,Very Good,F,SI1,62.1,58.0,5.98,6.06,3.74
8569,0.7,Ideal,F,VVS2,62.0,55.0,5.71,5.67,3.53
8570,2.0,Good,G,SI1,64.2,59.0,7.84,7.93,5.06
8571,0.41,Ideal,E,VS1,61.8,57.0,4.79,4.76,2.95
8572,0.38,Very Good,G,SI1,61.4,61.0,4.62,4.66,2.85
8573,2.56,Good,J,SI2,63.6,62.0,8.62,8.57,5.47
8574,1.06,Good,F,SI1,57.0,64.0,6.8,6.71,3.85
8575,0.24,Ideal,F,VS1,62.0,56.0,3.99,3.94,2.46
8576,1.0,Fair,G,SI2,70.2,58.0,6.0,5.73,4.13
8577,1.11,Premium,H,SI2,61.5,59.0,6.61,6.56,4.05
8578,0.56,Premium,G,VS1,61.2,60.0,5.3,5.26,3.23
8579,1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66
8580,0.5,Good,E,SI2,58.2,59.0,5.24,5.27,3.06
8581,0.31,Ideal,D,VVS2,61.0,56.0,4.37,4.39,2.67
8582,0.93,Premium,D,SI2,60.6,59.0,6.34,6.3,3.83
8583,0.37,Ideal,F,VVS1,59.2,57.0,4.71,4.75,2.8
8584,0.31,Ideal,D,VS2,59.4,57.0,4.45,4.5,2.66
8585,0.52,Ideal,E,VS2,61.3,55.0,5.18,5.2,3.18
8586,1.0,Very Good,D,VS2,61.5,63.0,6.35,6.31,3.89
8587,0.7,Very Good,D,SI1,62.3,59.0,5.67,5.7,3.54
8588,1.51,Very Good,G,VVS2,62.1,59.0,7.28,7.34,4.54
8589,0.71,Premium,I,VS1,62.5,59.0,5.75,5.71,3.58
8590,1.67,Ideal,F,SI2,62.4,54.0,7.6,7.63,4.75
8591,1.76,Premium,J,VS1,62.0,58.0,7.74,7.7,4.79
8592,1.77,Very Good,J,SI2,63.4,60.0,7.65,7.61,4.84
8593,1.16,Ideal,G,IF,62.3,55.0,6.73,6.79,4.21
8594,0.4,Ideal,F,VVS1,61.3,55.0,4.78,4.75,2.92
8595,1.7,Ideal,D,SI1,60.0,54.0,7.76,7.71,4.64
8596,0.72,Ideal,E,SI1,61.2,56.0,5.79,5.75,3.53
8597,0.55,Premium,G,VS2,62.7,60.0,5.27,5.19,3.28
8598,1.04,Ideal,H,SI2,62.1,56.0,6.48,6.5,4.03
8599,1.01,Premium,E,VS1,62.9,61.0,6.39,6.33,4.0
8600,0.51,Ideal,D,VS1,62.1,55.0,5.14,5.2,3.21
8601,0.24,Very Good,E,VS2,62.1,58.0,4.0,4.02,2.49
8602,0.37,Premium,J,VS2,60.7,60.0,4.68,4.65,2.83
8603,0.71,Very Good,F,VS1,60.1,62.0,5.74,5.77,3.46
8604,1.12,Premium,F,VVS2,62.4,59.0,6.58,6.66,4.13
8605,0.31,Premium,D,SI1,60.9,60.0,4.39,4.38,2.67
8606,1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07
8607,0.71,Fair,J,VS2,64.4,56.0,5.64,5.6,3.62
8608,0.31,Ideal,D,SI1,62.2,55.0,4.37,4.34,2.71
8609,0.71,Premium,F,VS2,59.3,56.0,5.88,5.82,3.47
8610,0.73,Very Good,H,SI1,59.5,58.0,5.85,5.91,3.5
8611,0.53,Ideal,H,VVS1,61.3,56.0,5.21,5.23,3.2
8612,0.73,Ideal,F,SI1,62.6,55.0,5.75,5.78,3.61
8613,0.71,Ideal,E,VS2,62.1,55.0,5.72,5.75,3.56
8614,2.01,Premium,I,SI1,60.9,60.0,8.1,8.06,4.92
8615,0.4,Very Good,F,IF,62.9,55.0,4.68,4.7,2.95
8616,0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79
8617,1.01,Ideal,H,SI1,62.4,53.0,6.47,6.42,4.02
8618,0.39,Good,I,VS1,63.1,58.0,4.68,4.61,2.93
8619,0.42,Very Good,F,SI1,63.4,56.0,4.8,4.76,3.03
8620,0.3,Good,G,VVS2,63.5,56.0,4.29,4.34,2.74
8621,1.28,Ideal,H,SI2,62.8,57.0,6.92,6.87,4.33
8622,0.78,Ideal,F,SI2,60.6,55.0,5.99,6.0,3.63
8623,0.31,Ideal,F,IF,62.2,56.0,4.31,4.34,2.69
8624,1.01,Good,H,SI1,63.3,58.0,6.37,6.4,4.04
8625,0.3,Very Good,E,SI1,61.7,56.0,4.27,4.29,2.64
8626,1.5,Premium,D,SI1,62.4,58.0,7.31,7.27,4.55
8627,0.31,Premium,H,SI1,62.7,58.0,4.31,4.34,2.71
8628,1.51,Premium,G,SI1,62.6,58.0,7.27,7.3,4.56
8629,1.0,Premium,F,VS2,62.6,60.0,6.37,6.29,3.96
8630,0.3,Fair,E,VVS2,66.6,54.0,4.14,4.18,2.77
8631,0.55,Very Good,D,SI1,61.6,56.0,5.24,5.28,3.24
8632,0.34,Ideal,H,VS2,61.5,54.0,4.54,4.5,2.78
8633,1.31,Ideal,H,VS1,62.5,56.0,7.03,6.95,4.37
8634,0.9,Ideal,G,SI1,62.4,57.0,6.15,6.19,3.85
8635,2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15
8636,0.91,Fair,D,SI2,62.5,66.0,6.08,6.01,3.78
8637,1.24,Ideal,H,SI1,60.9,57.0,6.9,6.95,4.22
8638,0.72,Ideal,E,VS2,61.4,56.0,5.78,5.8,3.55
8639,0.27,Very Good,E,VVS1,59.9,57.0,4.23,4.25,2.54
8640,0.3,Ideal,G,VVS2,61.4,57.0,4.29,4.31,2.64
8641,0.54,Ideal,E,SI2,62.1,56.0,5.18,5.22,3.23
8642,1.03,Ideal,I,SI1,62.2,58.0,6.45,6.41,4.0
8643,1.16,Premium,H,SI1,61.9,59.0,6.73,6.74,4.17
8644,1.36,Ideal,F,SI2,62.0,56.0,7.08,7.11,4.4
8645,0.9,Fair,G,VS1,65.7,58.0,6.02,5.97,3.94
8646,1.04,Premium,G,VS2,62.5,58.0,6.47,6.43,4.03
8647,0.9,Premium,G,SI2,59.5,61.0,6.33,6.28,3.75
8648,0.71,Very Good,J,SI2,60.9,55.0,5.76,5.87,3.54
8649,2.54,Ideal,G,SI2,62.5,55.0,8.75,8.69,5.45
8650,0.64,Ideal,G,IF,61.7,58.0,5.52,5.56,3.42
8651,1.06,Premium,F,VS2,61.8,60.0,6.58,6.53,4.05
8652,1.45,Very Good,J,VS2,62.8,57.0,7.14,7.17,4.49
8653,0.7,Very Good,F,VVS1,63.1,58.0,5.6,5.66,3.55
8654,1.54,Very Good,G,VS1,63.4,57.0,7.28,7.36,4.64
8655,0.51,Good,E,VVS2,63.4,64.0,5.03,5.07,3.2
8656,0.3,Very Good,E,VS1,63.0,57.0,4.25,4.29,2.69
8657,0.3,Ideal,E,VS1,61.7,57.0,4.28,4.31,2.65
8658,0.3,Ideal,E,VVS1,61.3,57.0,4.32,4.36,2.66
8659,0.6,Very Good,E,SI2,62.8,56.0,5.41,5.45,3.41
